YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2018-11,WEEKDAY,18,TRAIN,BP3,4849,13102
2018-11,WEEKENDS/HOLIDAY,22,TRAIN,CC28,549,1888
2018-11,WEEKDAY,22,TRAIN,CC28,1278,4900
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1782,1298
2018-11,WEEKDAY,13,TRAIN,SW6,3302,2946
2018-11,WEEKDAY,17,TRAIN,NE12,37771,51059
2018-11,WEEKENDS/HOLIDAY,17,TRAIN,CC13,16772,21812
2018-11,WEEKENDS/HOLIDAY,17,TRAIN,NE12,17770,18915
2018-11,WEEKDAY,17,TRAIN,CC13,35196,66797
2018-11,WEEKDAY,8,TRAIN,DT11,85127,73692
2018-11,WEEKDAY,8,TRAIN,NS21,62882,98929
2018-11,WEEKENDS/HOLIDAY,8,TRAIN,NS21,8463,10119
2018-11,WEEKENDS/HOLIDAY,8,TRAIN,DT11,8515,8942
2018-11,WEEKDAY,0,TRAIN,NE16-STC,729,5256
2018-11,WEEKENDS/HOLIDAY,0,TRAIN,NE16-STC,317,1955
2018-11,WEEKENDS/HOLIDAY,23,TRAIN,CC23,530,207
2018-11,WEEKDAY,23,TRAIN,CC23,3425,554
2018-11,WEEKENDS/HOLIDAY,22,TRAIN,DT13,3532,2521
2018-11,WEEKDAY,22,TRAIN,DT13,9641,5890
2018-11,WEEKDAY,23,TRAIN,NE14,3040,25184
2018-11,WEEKENDS/HOLIDAY,23,TRAIN,NE14,1255,9885
2018-11,WEEKENDS/HOLIDAY,22,TRAIN,NS9,14763,22406
2018-11,WEEKDAY,22,TRAIN,NS9,31371,65593
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,DT22,3641,4753
2018-11,WEEKDAY,12,TRAIN,DT22,5696,8042
2018-11,WEEKDAY,18,TRAIN,DT28,36951,23449
2018-11,WEEKENDS/HOLIDAY,18,TRAIN,DT28,6789,5559
2018-11,WEEKDAY,12,TRAIN,DT34,5192,3172
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,DT34,2521,1264
2018-11,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1973,709
2018-11,WEEKDAY,9,TRAIN,SW7,5159,1373
2018-11,WEEKDAY,12,TRAIN,NE17-PTC,35305,35178
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,NE17-PTC,22700,19440
2018-11,WEEKDAY,19,TRAIN,NE8,41981,68904
2018-11,WEEKENDS/HOLIDAY,19,TRAIN,NE8,29873,30220
2018-11,WEEKDAY,21,TRAIN,CC24,27799,4116
2018-11,WEEKENDS/HOLIDAY,21,TRAIN,CC24,4794,2007
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,CC9,9371,7082
2018-11,WEEKDAY,12,TRAIN,EW8,21872,30333
2018-11,WEEKDAY,12,TRAIN,CC9,15954,14878
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,EW8,14551,18700
2018-11,WEEKDAY,20,TRAIN,BP5,2327,2770
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,BP5,942,1050
2018-11,WEEKDAY,12,TRAIN,EW15,48544,48536
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,EW15,9514,11906
2018-11,WEEKDAY,7,TRAIN,SW4,2781,2724
2018-11,WEEKENDS/HOLIDAY,7,TRAIN,SW4,286,663
2018-11,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1667,10757
2018-11,WEEKDAY,22,TRAIN,DT33,3755,30263
2018-11,WEEKENDS/HOLIDAY,11,TRAIN,EW24-NS1,25088,49553
2018-11,WEEKDAY,11,TRAIN,EW24-NS1,42102,79854
2018-11,WEEKENDS/HOLIDAY,21,TRAIN,NS13,19031,28642
2018-11,WEEKDAY,21,TRAIN,NS13,44458,85395
2018-11,WEEKENDS/HOLIDAY,5,TRAIN,NS13,4840,738
2018-11,WEEKDAY,5,TRAIN,NS13,25309,3143
2018-11,WEEKENDS/HOLIDAY,5,TRAIN,PW6,107,0
2018-11,WEEKDAY,5,TRAIN,PW6,591,0
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,CC21,5029,5223
2018-11,WEEKDAY,13,TRAIN,CC21,14602,9392
2018-11,WEEKENDS/HOLIDAY,14,TRAIN,PE7,1803,2084
2018-11,WEEKDAY,14,TRAIN,PE7,3463,3951
2018-11,WEEKDAY,10,TRAIN,CC20,5673,3920
2018-11,WEEKENDS/HOLIDAY,10,TRAIN,CC20,3073,2213
2018-11,WEEKDAY,21,TRAIN,EW25,4193,11743
2018-11,WEEKENDS/HOLIDAY,21,TRAIN,EW25,2356,3487
2018-11,WEEKDAY,16,TRAIN,CC2,9180,5867
2018-11,WEEKENDS/HOLIDAY,16,TRAIN,CC2,3632,3148
2018-11,WEEKENDS/HOLIDAY,14,TRAIN,CC12,2299,2051
2018-11,WEEKDAY,14,TRAIN,CC12,5158,4647
2018-11,WEEKENDS/HOLIDAY,16,TRAIN,NS20,18969,15719
2018-11,WEEKDAY,16,TRAIN,NS20,63771,34579
2018-11,WEEKENDS/HOLIDAY,16,TRAIN,NS14,12220,11899
2018-11,WEEKDAY,16,TRAIN,NS14,22051,29244
2018-11,WEEKENDS/HOLIDAY,11,TRAIN,NS15,9690,5240
2018-11,WEEKDAY,11,TRAIN,NS15,28806,26052
2018-11,WEEKENDS/HOLIDAY,5,TRAIN,EW21,146,10
2018-11,WEEKDAY,5,TRAIN,EW21,1246,260
2018-11,WEEKENDS/HOLIDAY,5,TRAIN,CC22,207,58
2018-11,WEEKDAY,5,TRAIN,CC22,1146,812
2018-11,WEEKDAY,11,TRAIN,BP4,7065,3081
2018-11,WEEKENDS/HOLIDAY,11,TRAIN,BP4,1194,598
2018-11,WEEKENDS/HOLIDAY,11,TRAIN,CE2,91,364
2018-11,WEEKDAY,11,TRAIN,CE2,207,328
2018-11,WEEKENDS/HOLIDAY,11,TRAIN,NS27,708,1658
2018-11,WEEKDAY,11,TRAIN,NS27,5133,3875
2018-11,WEEKDAY,9,TRAIN,CC15,37165,29139
2018-11,WEEKENDS/HOLIDAY,9,TRAIN,NS17,10292,2908
2018-11,WEEKDAY,9,TRAIN,NS17,39767,8720
2018-11,WEEKENDS/HOLIDAY,9,TRAIN,CC15,10185,11137
2018-11,WEEKENDS/HOLIDAY,6,TRAIN,EW10,3774,1160
2018-11,WEEKDAY,6,TRAIN,EW10,17949,3655
2018-11,WEEKDAY,8,TRAIN,NS28,2197,3465
2018-11,WEEKENDS/HOLIDAY,8,TRAIN,NS28,439,1735
2018-11,WEEKENDS/HOLIDAY,7,TRAIN,EW33,1950,2129
2018-11,WEEKDAY,7,TRAIN,EW33,6337,10606
2018-11,WEEKDAY,18,TRAIN,BP12,4436,8423
2018-11,WEEKENDS/HOLIDAY,18,TRAIN,BP12,1462,1597
2018-11,WEEKDAY,0,TRAIN,EW14-NS26,888,242
2018-11,WEEKENDS/HOLIDAY,0,TRAIN,EW14-NS26,193,134
2018-11,WEEKDAY,0,TRAIN,CG2,247,983
2018-11,WEEKENDS/HOLIDAY,0,TRAIN,CG2,108,136
2018-11,WEEKDAY,16,TRAIN,NE5,16491,15754
2018-11,WEEKENDS/HOLIDAY,16,TRAIN,NE5,7137,7797
2018-11,WEEKDAY,11,TRAIN,NE16-STC,43111,30260
2018-11,WEEKENDS/HOLIDAY,11,TRAIN,NE16-STC,24105,16931
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,EW9,14214,12751
2018-11,WEEKDAY,13,TRAIN,EW9,21634,17279
2018-11,WEEKENDS/HOLIDAY,17,TRAIN,CC6,9886,9639
2018-11,WEEKDAY,17,TRAIN,CC6,14788,16448
2018-11,WEEKENDS/HOLIDAY,8,TRAIN,NE8,7050,9035
2018-11,WEEKDAY,8,TRAIN,NE8,38360,36041
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,CC7,1871,3323
2018-11,WEEKDAY,20,TRAIN,CC7,4457,10156
2018-11,WEEKDAY,20,TRAIN,NS3,10378,32016
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,NS3,4042,9089
2018-11,WEEKDAY,0,TRAIN,BP13,83,537
2018-11,WEEKENDS/HOLIDAY,0,TRAIN,BP13,45,240
2018-11,WEEKDAY,10,TRAIN,SE3,3726,1061
2018-11,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1948,662
2018-11,WEEKENDS/HOLIDAY,9,TRAIN,NE3,5190,6481
2018-11,WEEKENDS/HOLIDAY,9,TRAIN,EW16,1804,2807
2018-11,WEEKDAY,9,TRAIN,NE3,19475,55110
2018-11,WEEKDAY,9,TRAIN,EW16,7257,16723
2018-11,WEEKDAY,18,TRAIN,NE16-STC,63513,141143
2018-11,WEEKENDS/HOLIDAY,18,TRAIN,NE16-STC,22789,29383
2018-11,WEEKENDS/HOLIDAY,5,TRAIN,EW15,200,57
2018-11,WEEKDAY,5,TRAIN,EW15,821,1182
2018-11,WEEKENDS/HOLIDAY,18,TRAIN,NS7,20038,10982
2018-11,WEEKDAY,18,TRAIN,NS7,34938,35712
2018-11,WEEKDAY,0,TRAIN,NS15,581,2218
2018-11,WEEKENDS/HOLIDAY,0,TRAIN,NS15,183,908
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,NS15,8158,7370
2018-11,WEEKDAY,15,TRAIN,NS15,39652,17154
2018-11,WEEKENDS/HOLIDAY,22,TRAIN,DT7,1000,941
2018-11,WEEKDAY,22,TRAIN,DT7,2402,3150
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,PW4,197,80
2018-11,WEEKDAY,15,TRAIN,PW4,308,297
2018-11,WEEKDAY,15,TRAIN,EW23,43163,40225
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,EW23,20805,20342
2018-11,WEEKDAY,20,TRAIN,NE8,41291,42972
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,NE8,30193,19154
2018-11,WEEKDAY,19,TRAIN,EW33,4752,5041
2018-11,WEEKENDS/HOLIDAY,19,TRAIN,EW33,1261,2793
2018-11,WEEKENDS/HOLIDAY,6,TRAIN,CC16,1497,835
2018-11,WEEKDAY,6,TRAIN,CC16,9599,4592
2018-11,WEEKDAY,11,TRAIN,BP12,3591,2170
2018-11,WEEKENDS/HOLIDAY,11,TRAIN,BP12,2092,1224
2018-11,WEEKDAY,13,TRAIN,NE17-PTC,39636,36990
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,NE17-PTC,24025,21964
2018-11,WEEKDAY,7,TRAIN,BP5,7564,3363
2018-11,WEEKENDS/HOLIDAY,7,TRAIN,BP5,826,545
2018-11,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1787,526
2018-11,WEEKDAY,8,TRAIN,SW6,11087,2566
2018-11,WEEKENDS/HOLIDAY,16,TRAIN,EW4,8210,6861
2018-11,WEEKDAY,16,TRAIN,EW4,17256,15522
2018-11,WEEKENDS/HOLIDAY,14,TRAIN,CC2,2899,3812
2018-11,WEEKDAY,14,TRAIN,CC2,6788,8693
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,NE14,19048,10399
2018-11,WEEKDAY,12,TRAIN,NE14,31316,19638
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,DT19,4694,3794
2018-11,WEEKDAY,20,TRAIN,NE4,80533,35419
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,NE4,33017,15530
2018-11,WEEKDAY,20,TRAIN,DT19,16804,8315
2018-11,WEEKDAY,0,TRAIN,SE5,43,379
2018-11,WEEKENDS/HOLIDAY,0,TRAIN,SE5,34,159
2018-11,WEEKENDS/HOLIDAY,23,TRAIN,EW6,646,3605
2018-11,WEEKDAY,23,TRAIN,EW6,1657,8980
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,CC4-DT15,4081,11229
2018-11,WEEKDAY,12,TRAIN,CC4-DT15,20000,31072
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,DT19,6173,5962
2018-11,WEEKDAY,15,TRAIN,NE4,59010,50149
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,NE4,36072,30507
2018-11,WEEKDAY,15,TRAIN,DT19,11078,9957
2018-11,WEEKDAY,8,TRAIN,SW1,3350,4985
2018-11,WEEKENDS/HOLIDAY,8,TRAIN,SW1,511,563
2018-11,WEEKDAY,9,TRAIN,NS10,70286,25726
2018-11,WEEKENDS/HOLIDAY,9,TRAIN,NS10,24691,9698
2018-11,WEEKDAY,7,TRAIN,DT33,75395,13258
2018-11,WEEKENDS/HOLIDAY,7,TRAIN,DT33,6439,2259
2018-11,WEEKDAY,0,TRAIN,DT24,26,626
2018-11,WEEKENDS/HOLIDAY,0,TRAIN,DT24,9,222
2018-11,WEEKDAY,0,TRAIN,NS18,270,2354
2018-11,WEEKENDS/HOLIDAY,0,TRAIN,NS18,99,941
2018-11,WEEKENDS/HOLIDAY,22,TRAIN,CC1-NE6-NS24,24327,5722
2018-11,WEEKDAY,22,TRAIN,CC1-NE6-NS24,67368,13125
2018-11,WEEKDAY,21,TRAIN,EW3,11822,26363
2018-11,WEEKENDS/HOLIDAY,21,TRAIN,EW3,4387,9402
2018-11,WEEKDAY,21,TRAIN,CG1,8807,1765
2018-11,WEEKENDS/HOLIDAY,21,TRAIN,DT35,11079,1535
2018-11,WEEKENDS/HOLIDAY,21,TRAIN,CG1,5799,974
2018-11,WEEKDAY,21,TRAIN,DT35,23925,2856
2018-11,WEEKDAY,13,TRAIN,DT11,31861,31845
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,NS21,16480,20114
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,DT11,19399,16569
2018-11,WEEKDAY,13,TRAIN,NS21,31943,51037
2018-11,WEEKENDS/HOLIDAY,7,TRAIN,CC23,635,3234
2018-11,WEEKDAY,7,TRAIN,CC23,3351,42848
2018-11,WEEKDAY,16,TRAIN,SW1,2709,1254
2018-11,WEEKENDS/HOLIDAY,16,TRAIN,SW1,848,589
2018-11,WEEKDAY,20,TRAIN,NE15,6293,35990
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,NE15,2880,9944
2018-11,WEEKDAY,13,TRAIN,EW29,9318,9895
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,EW29,6066,4225
2018-11,WEEKDAY,13,TRAIN,EW30,999,790
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,EW30,786,217
2018-11,WEEKDAY,7,TRAIN,EW32,3341,23497
2018-11,WEEKENDS/HOLIDAY,7,TRAIN,EW32,1320,3588
2018-11,WEEKENDS/HOLIDAY,7,TRAIN,NE14,10898,4826
2018-11,WEEKDAY,7,TRAIN,NE14,104086,26993
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1599,1212
2018-11,WEEKDAY,13,TRAIN,SE3,3480,2618
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,EW30,711,784
2018-11,WEEKDAY,20,TRAIN,EW30,4529,770
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,NS17,10412,3702
2018-11,WEEKENDS/HOLIDAY,12,TRAIN,CC15,16386,16916
2018-11,WEEKDAY,12,TRAIN,NS17,19256,8692
2018-11,WEEKDAY,12,TRAIN,CC15,34764,42732
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,EW26,12254,10750
2018-11,WEEKDAY,15,TRAIN,EW26,17164,19632
2018-11,WEEKENDS/HOLIDAY,9,TRAIN,EW23,19050,15460
2018-11,WEEKDAY,9,TRAIN,EW23,53895,55236
2018-11,WEEKDAY,21,TRAIN,DT34,2734,5863
2018-11,WEEKENDS/HOLIDAY,21,TRAIN,DT34,769,2424
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,DT5,4077,6429
2018-11,WEEKDAY,20,TRAIN,DT5,12327,20847
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,DT22,3934,4739
2018-11,WEEKDAY,15,TRAIN,DT22,5426,5979
2018-11,WEEKDAY,21,TRAIN,CC27,6975,738
2018-11,WEEKENDS/HOLIDAY,21,TRAIN,CC27,1240,250
2018-11,WEEKDAY,15,TRAIN,SE4,2610,3377
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1363,1678
2018-11,WEEKENDS/HOLIDAY,19,TRAIN,PW6,340,589
2018-11,WEEKDAY,19,TRAIN,PW6,674,2320
2018-11,WEEKENDS/HOLIDAY,8,TRAIN,NE10,4765,3935
2018-11,WEEKDAY,8,TRAIN,NE10,39178,35369
2018-11,WEEKENDS/HOLIDAY,15,TRAIN,NS5,12534,13199
2018-11,WEEKDAY,15,TRAIN,NS5,20226,24729
2018-11,WEEKDAY,11,TRAIN,DT13,7804,13798
2018-11,WEEKENDS/HOLIDAY,11,TRAIN,DT13,3663,6028
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,DT27,1785,3818
2018-11,WEEKDAY,20,TRAIN,DT27,7676,8157
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,SW3,411,1156
2018-11,WEEKDAY,20,TRAIN,SW3,935,3350
2018-11,WEEKDAY,14,TRAIN,EW16,6591,8998
2018-11,WEEKENDS/HOLIDAY,14,TRAIN,EW16,2419,2616
2018-11,WEEKENDS/HOLIDAY,14,TRAIN,NE3,7201,5204
2018-11,WEEKDAY,14,TRAIN,NE3,20007,25020
2018-11,WEEKDAY,19,TRAIN,EW26,28019,77838
2018-11,WEEKENDS/HOLIDAY,19,TRAIN,EW26,10034,16280
2018-11,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1435,215
2018-11,WEEKDAY,6,TRAIN,BP3,10819,1056
2018-11,WEEKDAY,13,TRAIN,EW12,58550,60143
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,DT14,9400,14545
2018-11,WEEKENDS/HOLIDAY,13,TRAIN,EW12,25799,40900
2018-11,WEEKDAY,13,TRAIN,DT14,29235,25074
2018-11,WEEKENDS/HOLIDAY,8,TRAIN,CG2,7636,8956
2018-11,WEEKDAY,8,TRAIN,CG2,17011,40925
2018-11,WEEKENDS/HOLIDAY,20,TRAIN,NE13,5775,10573
2018-11,WEEKDAY,20,TRAIN,NE13,14943,32379
2018-11,WEEKDAY,19,TRAIN,NS17,20085,31876
2018-11,WEEKENDS/HOLIDAY,19,TRAIN,NS17,6027,5668
2018-11,WEEKDAY,19,TRAIN,CC15,41735,86544
2018-11,WEEKENDS/HOLIDAY,19,TRAIN,CC15,13414,18455
2018-11,WEEKDAY,23,TRAIN,CC17,277,1733
2018-11,WEEKENDS/HOLIDAY,23,TRAIN,CC17,133,642
2018-11,WEEKENDS/HOLIDAY,10,TRAIN,DT18,1043,3181
2018-11,WEEKDAY,10,TRAIN,DT18,5713,27691
2018-11,WEEKDAY,19,TRAIN,EW23,68832,92635
2018-11,WEEKENDS/HOLIDAY,19,TRAIN,EW23,18938,23492
2018-11,WEEKDAY,14,TRAIN,EW15,38959,41761
2018-11,WEEKENDS/HOLIDAY,14,TRAIN,EW15,11350,10692
2018-11,WEEKDAY,23,TRAIN,DT14,10060,3258
2018-11,WEEKENDS/HOLIDAY,23,TRAIN,EW12,7528,3384
2018-11,WEEKDAY,23,TRAIN,EW12,17070,7399
2018-11,WEEKENDS/HOLIDAY,23,TRAIN,DT14,3998,1533
2018-11,WEEKENDS/HOLIDAY,10,TRAIN,BP1,17214,12039
2018-11,WEEKDAY,10,TRAIN,BP1,33702,21851
2018-11,WEEKDAY,10,TRAIN,NS4,2875,3778
2018-11,WEEKENDS/HOLIDAY,10,TRAIN,NS4,1588,1852
2018-11,WEEKENDS/HOLIDAY,22,TRAIN,NS5,4581,15594
2018-11,WEEKDAY,22,TRAIN,NS5,9973,38684
2018-11,WEEKDAY,22,TRAIN,SE3,629,5036
2018-11,WEEKENDS/HOLIDAY,22,TRAIN,SE3,242,1938
2018-11,WEEKDAY,7,TRAIN,NS15,54776,79995
2018-11,WEEKENDS/HOLIDAY,7,TRAIN,NS15,6048,5702
2018-11,WEEKDAY,12,TRAIN,EW30,1586,812
